polarity,tweet_id,timestamp,query,username,tweet
0,1982376794,Sun May 31 11:05:11 PDT 2009,NO_QUERY,AU571N,Those V Dubs were a failure 
4,2003064667,Tue Jun 02 05:48:13 PDT 2009,NO_QUERY,denisewillms,@enthral Good morning to you. 
4,1691233462,Sun May 03 17:24:03 PDT 2009,NO_QUERY,simonleung,@princessjenRN ur romeo is perfectly capable of taking care of himself  he's a good uncle... taking care of us kids haha
4,2057387643,Sat Jun 06 12:54:42 PDT 2009,NO_QUERY,tweeteradder6,@theloniousdre Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
4,2053591575,Sat Jun 06 05:04:53 PDT 2009,NO_QUERY,hellorachael,OMG I WANT ONE! 
0,1989337034,Mon Jun 01 01:10:12 PDT 2009,NO_QUERY,SimplyCandixx,is waiting for dance practice. I really don't feel like going tonight 
0,1989086160,Mon Jun 01 00:18:01 PDT 2009,NO_QUERY,hippyofdoom,@NiftyKnits aw no  house and heroes are the only shows i am fussy about spoilers.
4,1686041469,Sun May 03 03:26:51 PDT 2009,NO_QUERY,goruss,waiting for my basketball game to start. 
0,2264317391,Sun Jun 21 03:29:01 PDT 2009,NO_QUERY,roozbehp,"@xzzzxxzx it's not down, there's a location-specific DNS problem because of their hosting. admin sleeping at the moment. wait 8-9 hours "
4,1933237730,Tue May 26 23:21:40 PDT 2009,NO_QUERY,Jereval,"overslept on the stupid comfy bus and was awake just in time by an accident phone call. Haha. In class now, all awake... "
4,2049125338,Fri Jun 05 16:20:19 PDT 2009,NO_QUERY,desus,@LeoLaporte I'm so jealous  Is the twitter app built into the OS or did you have to download it separately?
4,2046067868,Fri Jun 05 11:38:44 PDT 2009,NO_QUERY,daisyspetals,@Hollymark What? I need to get on here more often! You're on match.com? That's awesome! How is this guy? 2nd date? Must not b 2 bad! lol 
0,1752761964,Sat May 09 22:54:17 PDT 2009,NO_QUERY,_emp,"@angelbear7 I'm good! Up way past my bedtime, though. It's almost 2AM EST.  I'm sure my lovely wife would like me in bed. You?"
4,2067160111,Sun Jun 07 11:51:22 PDT 2009,NO_QUERY,SelectedTweets,"@johnspears22 I know, and she had a smile on her face the whole time "
4,1978361084,Sat May 30 23:07:41 PDT 2009,NO_QUERY,r3ginabelikelol,"I'M ON A BOAT! wait no, not really. but i wish. "
0,2004838226,Tue Jun 02 08:49:14 PDT 2009,NO_QUERY,emmie_here01,@gabrielsaporta what is NYC like? I'vn never been 
0,2263056941,Sat Jun 20 23:51:05 PDT 2009,NO_QUERY,VarrenofFDMuk,@libbyabrego Oh wow... I cant believe that libs... Thats libs hahaha... 
0,2060384422,Sat Jun 06 18:48:20 PDT 2009,NO_QUERY,FrumiousMe,"@arwyn84 no, left my phone at home "
0,2249014607,Fri Jun 19 21:34:17 PDT 2009,NO_QUERY,PistaPants,is so tired of being tired; no matter how much sleep I get I'm still dropping! Ugh. 
4,2014530921,Wed Jun 03 01:50:41 PDT 2009,NO_QUERY,1stladyRetroKid,gooodnight twitter! session went very well  gotta keep pushing
0,2180898023,Mon Jun 15 11:05:30 PDT 2009,NO_QUERY,AshLuv09,Aww u just broke my heart....@MrFaMouSJ 
0,2064040993,Sun Jun 07 05:01:27 PDT 2009,NO_QUERY,kat_n,"@_hayles we no wht hes up too,, why hes not been on      whens the bday again,i always forget..xx"
4,1986426108,Sun May 31 18:49:11 PDT 2009,NO_QUERY,tPREME,@hellokeena hawwy pawtaaaaaaa.  but wait taht wasn't part of it was it? like he was actuallly mad?
0,1998295368,Mon Jun 01 18:18:54 PDT 2009,NO_QUERY,tyna_x,@theguiltyones  I hope you feel better sooooooon!
0,1985332940,Sun May 31 16:54:07 PDT 2009,NO_QUERY,MrMike21,"Things I love (in order): 1. My wife 2. My cat 3. My girlfriend  Just kidding, but that sounded really funny! I don't even have a cat. "
4,2046637428,Fri Jun 05 12:28:26 PDT 2009,NO_QUERY,SkiingExaminer,"Changed my twitter page bkgd. Can you name the ski resort? It's a pretty easy one. FOCUS ON WORK NOW, not random stuff like Twitter bkgd "
4,2176811951,Mon Jun 15 04:48:42 PDT 2009,NO_QUERY,abduzeedo,Back to Raleigh and time to work now.... so many things to do 
4,1754008943,Sun May 10 04:33:26 PDT 2009,NO_QUERY,jjfkobossen,Just relaxen at home! Perfect weather in Utrecht 
4,2063915720,Sun Jun 07 04:34:12 PDT 2009,NO_QUERY,MacdonaldHotels,I've got some great offer comming up Keep Your Eyes Peeled.....just after T-Time 
4,2009588968,Tue Jun 02 15:56:53 PDT 2009,NO_QUERY,DannyismyAngel,@dannygokey Happy to hear you're working on Sophia's Heart~ I'll always support you &amp; Sophia's Heart!!!!!!!!!!!!! 
4,1956356735,Thu May 28 21:42:19 PDT 2009,NO_QUERY,ashleymiranda1,proud of my brother!! keep killing these thursday nights aye 
4,2060544842,Sat Jun 06 19:06:18 PDT 2009,NO_QUERY,xrjane,I love first dates! 
0,2014696685,Wed Jun 03 02:23:05 PDT 2009,NO_QUERY,electronicfly,I think my C key got &quot;drunk&quot; from the spilt shandy. Not as sensitive anymore. 
0,2222139639,Thu Jun 18 06:33:16 PDT 2009,NO_QUERY,RiahBug,So pissed! Didnt get to sleep till 4 then mom woke me up at 8:50 to get in bed with my niece when she could've jus taken her with her.. 
0,1981415819,Sun May 31 09:06:21 PDT 2009,NO_QUERY,ohfosholb,Ugh I don't want to fly home today 
4,1558344678,Sun Apr 19 08:04:55 PDT 2009,NO_QUERY,joshycouture,@JoWork  leets do DM
0,1971042198,Sat May 30 06:02:38 PDT 2009,NO_QUERY,bindymack,"I very strongly dislike learning journals as uni assessments, they are not fun to do AT ALL "
4,1694814852,Mon May 04 04:13:37 PDT 2009,NO_QUERY,stargirlgeorgia,may the 4th be with you! HAPPY STAR WARS DAY! 
4,1970211711,Sat May 30 02:55:06 PDT 2009,NO_QUERY,mcdent,@MarkReid he keeps having to tale to his level 2 support  I've never been that impressed with Apple support in the past.
4,1964650689,Fri May 29 14:34:44 PDT 2009,NO_QUERY,bookwormautumn,http://twitpic.com/67kpn - Don't worry be happy. 
0,2014110312,Wed Jun 03 00:29:34 PDT 2009,NO_QUERY,jesssicababesss,So pissed i went to tesco to get food i found picknmix got so excited then the lady didnt know how to weigh them! So none foe me 
4,2000350469,Mon Jun 01 21:55:45 PDT 2009,NO_QUERY,tinaeclark,"@MsReign  Nite to you..it is good,  and beautiful... beyond description. "
0,2299760949,Tue Jun 23 13:18:45 PDT 2009,NO_QUERY,eyez409,"@mwick_  Know how you feel, bb. Been lookin since Jan and I haven't even been getting calls.  All these other ppl keep getting jobs though"
0,1755669325,Sun May 10 09:43:38 PDT 2009,NO_QUERY,Melba87,gonna spend mother's day in crawl space and garage moving everything from external walls for termite treatment tomorrow.  cobwebs. ick. 
4,2188506238,Mon Jun 15 22:01:26 PDT 2009,NO_QUERY,UFC_CHICK81,OMG havn't Twittered in 26 days? Life gets CRAZY.... just trying to get Mum better  xoxo PEACE OUT!!!
0,1559517039,Sun Apr 19 11:20:54 PDT 2009,NO_QUERY,biteofokc,Looking for those people who just woke up...... and need a good burger to take the pain away!!! (via @irmasburgers) Oh the pain! 
0,2325144654,Thu Jun 25 04:51:49 PDT 2009,NO_QUERY,mattchewww,@Smallzy lol we dont go with out. However still can get iPhones cheeper 
0,2233479594,Thu Jun 18 21:25:08 PDT 2009,NO_QUERY,TdotPryor,@msross111906 I dont want to fly alone 
0,2211745959,Wed Jun 17 13:13:56 PDT 2009,NO_QUERY,roudi,@spiceee eu nao sou importante assim 
0,1995246186,Mon Jun 01 13:11:01 PDT 2009,NO_QUERY,april2590,grr tmobile. it should NOT cost me $200 to get rid of you! 
0,1759764797,Sun May 10 19:55:44 PDT 2009,NO_QUERY,09breanna,is tired but has had a fun weekend.... tomorrow school 
0,2297733547,Tue Jun 23 10:48:25 PDT 2009,NO_QUERY,kimmee2004,@dkirkward we don't have one here in chi 
4,1997047309,Mon Jun 01 16:09:31 PDT 2009,NO_QUERY,juiicycaramel09,ok so I just saw the birthday sex video on 106andpark and Jeremih is really cute  I didn't think he was that cute
4,2014529893,Wed Jun 03 01:50:29 PDT 2009,NO_QUERY,xxxSaraaahxxx,Ace is in the house!  We're watching my girl. This is gotta be a lot of fun! She bought me cracklings too! Hihi. ^^
4,1982430480,Sun May 31 11:11:34 PDT 2009,NO_QUERY,pip1984,@DominicMasters You have a wicked diplay pic 
4,1963777841,Fri May 29 13:14:03 PDT 2009,NO_QUERY,marieq,God brought me a photoshop fairy.  And the world is a better place 
4,1753550086,Sun May 10 02:12:08 PDT 2009,NO_QUERY,pavelegorkin,Strange day  I forget all what i can 
0,2047856259,Fri Jun 05 14:17:04 PDT 2009,NO_QUERY,beethzor,Driving rich to cle airport  he's going to brazil ALONE for a week. Luckyy
4,1824246221,Sun May 17 00:35:22 PDT 2009,NO_QUERY,denhamcoote,@marcforrest Very very cool! Thanks for the inspiration! 
4,2190564345,Tue Jun 16 03:05:22 PDT 2009,NO_QUERY,ninaventura28,A-ma-zing. I just feel so h-a-p-p-y.... 
4,2046798323,Fri Jun 05 12:42:29 PDT 2009,NO_QUERY,AlyssaNoelleD,@marjunalau hey laura!! THANK YOU SO MUCH!! you're the sweetest! i'm so glAd you like them! that makes me happy  YOU&quot;RE AMAZING
0,2071438220,Sun Jun 07 19:23:52 PDT 2009,NO_QUERY,mmmmnmm,@djpajamiejam because i had to work so early Saturday  and you got it on the Shia thing!!!
4,2072261384,Sun Jun 07 20:41:27 PDT 2009,NO_QUERY,KikiKapricious,@drfruitloop or you could just give it to me because you love me and I love iPhones 
0,1828048649,Sun May 17 11:59:12 PDT 2009,NO_QUERY,skipurineboy,Nikole's &quot;Magic Trick&quot; Is Still On My Hand. And It Hurts 
4,1835337782,Mon May 18 05:45:27 PDT 2009,NO_QUERY,home_based_jobs,@hybrid756 are you looking for a home-based job? would you like to offer your services? please @ or DM me; I'll try to help you find work 
0,2070781137,Sun Jun 07 18:17:10 PDT 2009,NO_QUERY,darthhaider,Is at work on sunday night instead of watching the finals 
0,2192859739,Tue Jun 16 07:39:20 PDT 2009,NO_QUERY,yoitsandrea,"If you're me, you'll understand what I feel right now. "
4,2174838775,Sun Jun 14 23:26:09 PDT 2009,NO_QUERY,Tiney_N,excited for Long Beach tomorrow 
0,1956596158,Thu May 28 22:13:43 PDT 2009,NO_QUERY,JessicaLynnCan,Wondering why I am still awake :/ I miss my boyfrienddd   &lt;3 Christopher!
0,2208478870,Wed Jun 17 09:14:55 PDT 2009,NO_QUERY,franceshigoy,Omg. The people around me are talking about sushi!!! Craving but I can't because I'm on a no rice diet... 
4,2177902664,Mon Jun 15 06:53:23 PDT 2009,NO_QUERY,vincentanutama,@tessaps haha yea that's it  thanks knapa tes?
4,1679767697,Sat May 02 10:07:57 PDT 2009,NO_QUERY,MishelleFuller,"Seaglass, beach, and arcade. "
4,1880039287,Thu May 21 23:54:42 PDT 2009,NO_QUERY,Lewah,Morning twitterers aha its nice day! well so far....dont jinx it leah 
4,2013997005,Wed Jun 03 00:09:48 PDT 2009,NO_QUERY,shellrawlins,@misternoodle your wish is my command lol am following @katheesue &lt; welcome to twitter 
4,2183748078,Mon Jun 15 14:55:58 PDT 2009,NO_QUERY,ranjeewa,Twitterific update at the App Store fixed the API issue. Back to my prolific tweeting schedule 
0,1573641747,Tue Apr 21 02:08:26 PDT 2009,NO_QUERY,edarley11,is ill and revising for A2 exams 
0,2325261463,Thu Jun 25 05:06:14 PDT 2009,NO_QUERY,m_csquare,Makin errors more often than bfore 
4,2000304330,Mon Jun 01 21:49:50 PDT 2009,NO_QUERY,hannnnnnnah,"@therealTiffany hey, I hope you still have a chance to get Millions of Milkshakes this week sometime! I'd love to meet up with you  xoxo"
4,1966520590,Fri May 29 17:55:10 PDT 2009,NO_QUERY,david_n_wilson,@pheebs2000 She lived in London from age 2-11 
4,1991969533,Mon Jun 01 07:58:49 PDT 2009,NO_QUERY,RynGarcia,@eight7teen Sweetness man.  Good luck dude. What kind proj?
4,1979084296,Sun May 31 01:34:29 PDT 2009,NO_QUERY,kimposssible,Done with them tr33s ;P lorenzo and danny are my faves. Haha. Going to SF tomorrroooow  pretty fuckin stoked.
0,2298795390,Tue Jun 23 12:07:18 PDT 2009,NO_QUERY,jfaison1,runnin some errands on my last day off this week 
4,2052084468,Fri Jun 05 23:36:55 PDT 2009,NO_QUERY,rosalvap,"I intend to live forever - so far, so good!!!!!!!... sleep time... "
0,2283604886,Mon Jun 22 12:50:22 PDT 2009,NO_QUERY,Keyzii,@titiburgos TITI VEO NEGROOOO!!  I feel super lightheaded. Not bueno at all
0,2204817335,Wed Jun 17 03:12:34 PDT 2009,NO_QUERY,Charissie,bed time i guess. what else is there to do? -.- my brain is confused.  anger just seems to be the best solution to everything lately.
4,2047674959,Fri Jun 05 14:00:28 PDT 2009,NO_QUERY,Sunshineliron,"@ThisisDavina Achhhh Davina, you have no idea how lovely it is to hear you tweet  Did I mention - YOU ROCK!"
0,1985421036,Sun May 31 17:04:13 PDT 2009,NO_QUERY,kellyratliff,really sunburned. 
0,2009035799,Tue Jun 02 15:02:53 PDT 2009,NO_QUERY,Hollywoodna,"on z plane to smelly canada,bye Sherly "
0,2058437136,Sat Jun 06 14:56:28 PDT 2009,NO_QUERY,Rasuogen,At a Sprint store with @Luz3r checking out the Palm Pre charger and case. Looks like they are sold out 
0,2234193127,Thu Jun 18 22:35:49 PDT 2009,NO_QUERY,MissNewSoul,wants to stay at home 
4,1991662240,Mon Jun 01 07:26:34 PDT 2009,NO_QUERY,edojan,just took some pictures of a fiat punto. for the memories 
4,1970124105,Sat May 30 02:33:05 PDT 2009,NO_QUERY,alittlebeat,I will say this though: Their cover of Protocol's &quot;She Waits For Me&quot; is pretty good. 
0,2014736169,Wed Jun 03 02:31:01 PDT 2009,NO_QUERY,IsaMilano,"@JonsVeronica Oh I see, I'm sorry for you  I understand your situation must be really stressful :-/ Hope u can remember something soon"
0,1965954306,Fri May 29 16:51:07 PDT 2009,NO_QUERY,BillieTheWriter,Am listening to Darren Hayes's Spin. Am talkin to my wacky friend who's going insane. I ain't at all tired and I'm messed up bout things. 
0,2050355077,Fri Jun 05 18:31:16 PDT 2009,NO_QUERY,krapposelli,@Belladawna I just realized this afternoon that I was going solo this time and was sad too.    Gonna miss you. But gonna try to leave w/
4,1755642125,Sun May 10 09:39:30 PDT 2009,NO_QUERY,sparkpettiford,Happy mothers day to all the mothers out there 
4,1564351274,Mon Apr 20 03:03:45 PDT 2009,NO_QUERY,RoryBecker,"@scottisafool Also followed me , but have already been suspended by twitter "
0,2329024552,Thu Jun 25 10:15:41 PDT 2009,NO_QUERY,treschelles,It hurts when your workdesk's window overlooks all the planes touch down and you wish you're inside one to fly back home 
0,2052196516,Fri Jun 05 23:57:28 PDT 2009,NO_QUERY,WLxboxRox56,just gpt woken up by my dad  and i can't get back to sleep so i guess thats me up for the day ...
0,2204555038,Wed Jun 17 02:31:21 PDT 2009,NO_QUERY,snowy_twilight,I NEED FOLLOWERS!!!!!!!!!!!! 
0,2236323460,Fri Jun 19 03:24:57 PDT 2009,NO_QUERY,sophiegolden,@soba_girl don't know really 
0,1994244505,Mon Jun 01 11:38:14 PDT 2009,NO_QUERY,tvxtv,Tow chateado 
4,1961135371,Fri May 29 09:02:24 PDT 2009,NO_QUERY,UlrikPoulsen,/ just got a direct message from @stephenfry. We're practically best buddies now - beat that Facebook! 
4,1827977344,Sun May 17 11:50:21 PDT 2009,NO_QUERY,rhodaj,@motokong thanks again for driving last night. I owe you one. Or two... 
0,2059578156,Sat Jun 06 17:12:52 PDT 2009,NO_QUERY,carleenamanzi,I don't wanna go to work tomorrow 
4,1824563595,Sun May 17 01:56:04 PDT 2009,NO_QUERY,stu_art_ist,@Miss_Higgs P.S Enjoyed the party too 
4,1996768644,Mon Jun 01 15:39:27 PDT 2009,NO_QUERY,brianotte,Headed to see Straylight Run at the Grog Shop 
4,1753566062,Sun May 10 02:16:53 PDT 2009,NO_QUERY,featureBlend,"@noxhanti  LOL --&gt; don't mention it, my pleasure!!"
4,1991587011,Mon Jun 01 07:18:31 PDT 2009,NO_QUERY,devianteve,Chad was pretty upset last night about me going to chicago because he knows Vamp is down there : /.  But he shouldn't be. ima be good 
0,2055522788,Sat Jun 06 09:28:22 PDT 2009,NO_QUERY,Sherrykokino,Packing up to leave the beach   back to hot ol' Arizona
0,2222396372,Thu Jun 18 06:55:31 PDT 2009,NO_QUERY,mariannathomas,morning everybody! i am SOOO tired! 
4,1989581613,Mon Jun 01 02:03:52 PDT 2009,NO_QUERY,JoyMurphy1,I am kinda panicking ha exams in two days have yet to start studying.... Oh well  Twitter is more fun ;)
0,1469165822,Tue Apr 07 05:27:26 PDT 2009,NO_QUERY,empirebetty,My ass is so cold. 
0,2205263034,Wed Jun 17 04:20:54 PDT 2009,NO_QUERY,ionatierney,Away to work 
4,1979749926,Sun May 31 04:21:04 PDT 2009,NO_QUERY,FormOfADove,So tired I almost used hydrocortisone cream as tooth paste. But I'm too awake to sleep off these wonderful thoughts 
4,2181497779,Mon Jun 15 11:54:35 PDT 2009,NO_QUERY,idmbassoon,@teniralCist i do i do! #musicmonday will help but not till i get back into my house though handel did help for about 20 minutes 
0,2323127876,Wed Jun 24 23:58:14 PDT 2009,NO_QUERY,7terror,hmmm.Why am I always up way to late/early however you want to look at it?I am getting sick of it  Well I am gonna try to get some shut eye
0,1973936845,Sat May 30 12:07:22 PDT 2009,NO_QUERY,rohnee,sad fact! carbs is just as fattening as greasy meat dishes. i'm a living proof.  more to love i guess. haha
0,1882726688,Fri May 22 07:22:52 PDT 2009,NO_QUERY,chiliad,@scotters It also provides an opportunity for our patriotic hoodlums to rumble with theirs.  
4,2187597988,Mon Jun 15 20:31:07 PDT 2009,NO_QUERY,hawanasir,is there only #musicmonday? can't we do like #musictuesday or #musicwednesday? cz music's everyday to me 
4,2053665146,Sat Jun 06 05:19:07 PDT 2009,NO_QUERY,Laura_Coleman,tetris' 25th birthday today 
4,1969153918,Fri May 29 23:10:33 PDT 2009,NO_QUERY,matthewpetro,"@kspidel Yeah, but @Jenn_ex picked it up and ran an Olympic 100m with it. "
0,2232329882,Thu Jun 18 19:45:48 PDT 2009,NO_QUERY,kennedy_jane,"@shereegal It's so bad, I'm just wanting the day to end! No motivation at all! Your poor nose "
0,2245384856,Fri Jun 19 16:03:26 PDT 2009,NO_QUERY,michellexhannah,@ohayemily i wont be on until like 10 or 11  im sorry em. text me if they come in again
4,1754473844,Sun May 10 06:23:38 PDT 2009,NO_QUERY,jessicakorman,@beardoctor  i need to see that! but hopefully i will see him live when he comes to israel later this year 
0,2189196004,Mon Jun 15 23:27:54 PDT 2009,NO_QUERY,Briby,home now! YAY but I have to do english assignment! 
0,1994538085,Mon Jun 01 12:04:21 PDT 2009,NO_QUERY,ladyalby7,@missGEEvious awwwww dat totally sucks! I sowwy 
0,1969176153,Fri May 29 23:14:23 PDT 2009,NO_QUERY,BizarrePanic,"@ActingisLove16 Can You Do Anything This Summer??? Is The Summer School On The Computer??? Also, When You Leaving Us!!??? :'(   "
0,2221521288,Thu Jun 18 05:32:16 PDT 2009,NO_QUERY,vialee33,"headed to the gym......again, but i dont mind, cuz pretty soon i wont get to be there "
4,1793329657,Thu May 14 02:16:16 PDT 2009,NO_QUERY,NikkiPilkington,@RodSloane 3 words|? postcards marketing budget 
4,1753435973,Sun May 10 01:37:41 PDT 2009,NO_QUERY,theweird1ne,Happy Birthday to @AndrewGirdwood ! 
0,2207595601,Wed Jun 17 08:08:18 PDT 2009,NO_QUERY,liliwilson,"@KinyLuv true... but...    actually, SO true..."
4,1824822681,Sun May 17 03:05:22 PDT 2009,NO_QUERY,BlokesLib,@HollytheHousewi I'll try and take some pics for ya tomorrow  Hope it helps!
0,1995968989,Mon Jun 01 14:19:45 PDT 2009,NO_QUERY,tomme040,My xbox360 just died. No more xbox360 for me. My second consol that crashes. 
0,1990258362,Mon Jun 01 04:21:32 PDT 2009,NO_QUERY,lfcdave3845,hi twitterville stuck in tech 2day with lovely day outside i'm so depressed  and doing more programming it's not been a great day so far
4,2002633366,Tue Jun 02 04:45:50 PDT 2009,NO_QUERY,yeuann,"Felt v touched by Gabriel's msg because I asked God to comfort me. Then just as i said the word 'comfort', the msg came. "
4,2001201676,Tue Jun 02 00:08:36 PDT 2009,NO_QUERY,pois_rouge,@summersiren : lmao at &quot;Spork&quot;! 
4,1824447805,Sun May 17 01:25:32 PDT 2009,NO_QUERY,nnorafiza,@tractorqueen Hey Happy Birthday! Sorry didn't wish you earlier. God bless. 
0,2001605802,Tue Jun 02 01:26:43 PDT 2009,NO_QUERY,Nadiahazman,Chem's over and I'm tired. Am missing out on all the action at sixth 
0,1825506321,Sun May 17 05:56:37 PDT 2009,NO_QUERY,antpantss,Rewatching my favorite performers from last night on YouTube while I wait to go for Sunday Lunch. I loved Germany so much 
0,1573580624,Tue Apr 21 01:51:10 PDT 2009,NO_QUERY,jasonsalas,@sabete argh!  forgot to drop that gem tonight.  thanks for telling me AFTER 6pm!  
0,2071861398,Sun Jun 07 20:02:01 PDT 2009,NO_QUERY,annakarolinag,now I know I'm sick...hate it 
0,2181043032,Mon Jun 15 11:17:20 PDT 2009,NO_QUERY,alisongrigor,@ddlovato hey! i was buzzed to see i could vote for an award for you but it turns out residents in the uk can't vote! im sorry! 
0,2013978119,Wed Jun 03 00:06:30 PDT 2009,NO_QUERY,TheOliverrr,"Good morning twitter. Off to school. They're trying for sports day, yet agin, today "
0,2240408982,Fri Jun 19 09:42:40 PDT 2009,NO_QUERY,simply_whiteboi,no delaware state university for me 
4,1961487103,Fri May 29 09:34:42 PDT 2009,NO_QUERY,wildJ09,just got myself some more cafeine n now waiting for train to head downtown  then going home n knocking the fuckout n sleepong *Shootin ...
0,2322904395,Wed Jun 24 23:30:38 PDT 2009,NO_QUERY,Jenybaybe,@cindybby11 goodnight cindy! Sweet dreams! I miss u baby sis  come back already! I promise I'll be nice!
4,1962159213,Fri May 29 10:36:53 PDT 2009,NO_QUERY,bacieabbracci,@jayiam @ArthurFontes  THANKS 
0,2261347870,Sat Jun 20 20:39:05 PDT 2009,NO_QUERY,linlori,"My husband stole my friends.  They're all having fun in the garage, though. And I have a beer. Buaha."
4,2068817697,Sun Jun 07 14:45:12 PDT 2009,NO_QUERY,lydianimmo,http://twitpic.com/6uzga - me chillin 
0,2190172086,Tue Jun 16 01:58:36 PDT 2009,NO_QUERY,SallyDunstone,Last nights episode of Ideal is hilairious ! Jealous of my sister in NY 
0,2189882210,Tue Jun 16 01:09:35 PDT 2009,NO_QUERY,marig16,It's a sad day for Gaia. They sold out. 
4,1967907541,Fri May 29 20:25:39 PDT 2009,NO_QUERY,kookijhe,@selenagomez hope you can visit the Philippines soon. 
0,1836134011,Mon May 18 07:26:15 PDT 2009,NO_QUERY,SammiAhoy,"@HeartofFire fine  doesnt stop it being true, haaaa x"
0,2052038286,Fri Jun 05 23:28:53 PDT 2009,NO_QUERY,codyg_ilove_ae,Just cleared his inbox and didn't recieve his new texts.. What if it was you 
0,2217509665,Wed Jun 17 20:58:27 PDT 2009,NO_QUERY,thesongstress,i didnt wrte that last post ok...but otherwise..im still procrastinating on this paper...uggh...i dont think i'll ever get it done.. 
